,Official English Name,Birthday,Devil Fruit,Observation Haki,Armament Haki,Conquerers Haki,Origin,Age,Height,Blood Type,Bounty,norm_bounty,haki_score,recent_freq,total_appearances,activity_score,alive,affiliation,total_bounty,norm_crew_bounty,road_poneglyph,crew_score,closeness
1442,Tell,,0,0,0,0,East Blue,,,,,,0.0,,,,True,,,,,,
1443,Thalassa Lucas,July 27,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1444,Thatch,March 24,0,0,0,0,North Blue,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
1445,Thormann,,0,0,0,0,,,,,,,0.0,0.1,10.0,0.07332594235033259,True,Giant Warrior Pirates,3600000000.0,0.9390533083467907,0.0,0.5634319850080743,
1446,Tibbany Elizabeth,June 19,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1447,Tilestone,January 6,0,0,0,0,Grand Line,33.0,255.0,S,,,0.0,0.02,40.0,0.027303769401330377,True,,,,,,
1448,Togare,,0,0,0,0,Grand Line,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
1449,Tokijiro,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1450,Tokikake,,0,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1451,Toko,October 5,0,0,0,0,Grand Line,6.0,89.0,F,,,0.0,0.0,26.0,0.008647450110864744,True,,,,,,
1452,Tom,March 16,0,0,0,0,Grand Line,,296.0,F,,,0.0,0.0,5.0,0.0016629711751662971,False,,,,,,0.0
1453,Tomatito,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
1454,Tomato Gang,,0,0,0,0,,38.0,,,,,0.0,0.0,0.0,0.0,True,,,,,,
1455,Tomozo,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1456,Tonjil,,0,0,0,0,Grand Line,,,,,,0.0,0.01,1.0,0.007332594235033259,True,,,,,,
1457,Tonjit,October 2,0,0,0,0,Grand Line,61.0,118.0,F,,,0.0,0.01,6.0,0.008995565410199555,True,,,,,,
1458,Tonsfer,,0,0,0,0,Grand Line,,,,,,0.0,0.01,1.0,0.007332594235033259,True,,,,,,
1460,Tony Tony Chopper,December 24,1,0,0,0,Grand Line,15.0,90.0,X,1000.0,0.3078805199168218,0.0,0.43,555.0,0.485589800443459,True,Straw Hat Pirates,8816001000.0,0.9772754919028948,3.0,0.8863652951417369,0.3667551750920857
1461,Topknot,,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,True,,,,,,
1462,St. Topman Warcury,,0,1,1,1,,,,,,,1.0,,,,True,,,,,,
1463,Torasaburo,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1464,Tori,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Blackbeard Pirates,4246200000.0,0.9460987312641302,2.0,0.7676592387584782,
1465,Tosa,,0,0,1,0,,,,,500000000.0,0.8926186474302545,0.3,0.06,6.0,0.043995565410199555,True,,,,,,
1466,Tu-tu,June 17,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1467,Totts,,0,0,0,0,South Blue,,,,,,0.0,0.06,7.0,0.04432815964523281,True,Bonney Pirates,320000000.0,0.835761449123163,0.0,0.5014568694738978,
1468,Toyama Tsujigiro,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1469,Trafalgar D. Water Law,October 6,1,1,1,0,North Blue,24.0,191.0,F,3000000000.0,0.9724662978477102,0.4,0.01,100.0,0.04025942350332594,True,Heart Pirates,3000001500.0,0.9312725576728043,0.0,0.5587635346036826,0.5315444809757148
1470,Trafalgar Lammy,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1471,Trebol,March 18,1,1,1,0,North Blue,49.0,349.0,F,99000000.0,0.8204480613673855,0.4,0.0,30.0,0.009977827050997782,True,,,,,,
1472,Tristan,,0,0,0,0,,,,,,,0.0,0.0,22.0,0.007317073170731707,True,,,,,,
1473,Tritobu,,0,0,0,0,,,,,,,0.0,0.01,3.0,0.007997782705099777,True,,,,,,
1474,Tritoma,,0,0,0,0,,,,,,,0.0,0.01,1.0,0.007332594235033259,False,Kuja Pirates,1739000000.0,0.9080011743060034,0.0,0.544800704583602,0.0
1475,Tsugaru Umi,,0,0,0,0,,,,,,,0.0,0.0,7.0,0.002328159645232816,True,,,,,,
1476,Tsukimi,August 15,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
1477,Tsumonsieur Kamaya,,0,0,0,0,,,,,,,0.0,0.0,6.0,0.0019955654101995565,False,,,,,,0.0
1478,Tsunagoro,,0,0,0,0,,,,,,,0.0,0.0,12.0,0.003991130820399113,True,,,,,,
1479,Antlerkov,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1480,Tsuru,March 26,1,1,1,0,North Blue,74.0,204.0,X,500000000.0,0.8926186474302545,0.4,0.03,26.0,0.02964745011086474,True,,,,,,
1481,Ukkari Tsurube,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1482,Tsurue Mon-no-Suke,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1483,Tsuru,September 15,0,1,1,0,Grand Line,55.0,191.0,F,,,0.4,0.03,26.0,0.02964745011086474,True,,,,,,
1484,Turk,October 29,0,0,0,0,East Blue,45.0,258.0,X,,,0.0,,,,True,,,,,,
1485,Tyrannosaurus,October 20,0,0,0,0,,,,,,,0.0,0.01,23.0,0.014649667405764965,True,,,,,,
1486,Ubau,,0,0,0,0,Sky Islands,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1487,Moocy,April 21,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1488,Ook-Ook,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1489,Ooklicia,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1490,UK,,0,0,0,0,,,,,,,0.0,0.01,4.0,0.008330376940133038,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
1491,Carelesso,February 17,0,0,0,0,East Blue,,,,100000.0,0.5130604095720691,0.0,,,,True,,,,,,
1492,Ukon,,0,0,0,0,,,,,,,0.0,0.0,5.0,0.0016629711751662971,True,,,,,,
1493,Ulti,January 4,1,1,1,0,Grand Line,22.0,173.0,XF,400000000.0,0.8826745178967449,0.4,0.0,21.0,0.006984478935698447,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,0.504846784156642
1494,Ultra King,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1495,Umit,September 23,0,0,0,0,,,,,,,0.0,0.01,5.0,0.008662971175166297,True,,,,,,
1496,Chin,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1497,Yurusumaji Mask,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1498,Uni,,0,0,0,0,,,,,,,0.0,0.0,17.0,0.00565410199556541,False,Heart Pirates,3000001500.0,0.9312725576728043,0.0,0.5587635346036826,0.0
1499,Unigaro,,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
1500,Urashima,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
1501,Uraya Mashikatta,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1502,Urban,,1,1,0,0,,,,,500000000.0,0.8926186474302545,0.1,0.07,7.0,0.05132815964523282,True,,,,,,
1503,,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1504,Urouge,August 1,0,0,0,0,Sky Island,45.0,388.0,S,108000000.0,0.8243256208672962,0.0,0.0,10.0,0.0033259423503325942,True,Fallen Monk Pirates,108000000.0,0.7894071120097915,0.0,0.4736442672058749,0.34269172817143034
1505,,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1506,Berry,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1507,Bunkov,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1508,Ushiano,,0,0,0,0,,,,,,,0.0,0.05,7.0,0.03732815964523281,True,,,,,,
1509,Usunoro,,1,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1510,Usopp,April 1,0,1,0,0,East Blue,17.0,176.0,S,500000000.0,0.8926186474302545,0.1,0.51,594.0,0.554560975609756,True,Straw Hat Pirates,8816001000.0,0.9772754919028948,3.0,0.8863652951417369,0.5859708483793749
1511,Uta,October 1,1,0,0,0,,21.0,169.0,XF,,,0.0,0.0,0.0,0.0,False,Red Hair Pirates,4142900000.0,0.9450476856439828,2.0,0.7670286113863896,0.0
1512,Uwattsura,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1513,Uzu,,0,0,0,0,,,,,,,0.0,0.0,22.0,0.007317073170731707,True,,,,,,
1514,Uzuki Namida,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1515,Uzuki Tempura,July 23,0,0,1,0,Grand Line,,334.0,X,,,0.3,0.0,0.0,0.0,False,,,,,,0.0
1516,Van Auger,October 5,1,0,0,0,East Blue,25.0,340.0,X,64000000.0,0.8010076838824461,0.0,,,,True,Blackbeard Pirates,4246200000.0,0.9460987312641302,2.0,0.7676592387584782,
1517,Vander Decken,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
1518,Vander Decken IX,August 22,1,0,0,0,Grand Line,35.0,352.0,XF,0.0,0.0,0.0,0.0,11.0,0.0036585365853658534,True,Flying Pirates,0.0,0.0,0.0,0.0,0.0007317073170731707
1519,Vander Decken IX,August 22,1,0,0,0,Grand Line,35.0,352.0,XF,0.0,0.0,0.0,0.0,11.0,0.0036585365853658534,True,New Fish-Man Pirates,73000000.0,0.7726920899893681,0.0,0.46361525399362086,0.09345475811579734
1520,Vasco Shot,August 5,1,0,0,0,South Blue,36.0,573.0,X,0.0,0.0,0.0,0.04,10.0,0.03132594235033259,True,Blackbeard Pirates,4246200000.0,0.9460987312641302,2.0,0.7676592387584782,0.15979703622176217
1521,Vegapants,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
1522,Dr. Vegapunk,August 9,1,0,0,0,Grand Line,,31.0,S,,,0.0,,,,False,,,,,,0.0
1523,Vergo,July 5,0,1,1,0,North Blue,,247.0,X,,,0.4,0.0,16.0,0.005321507760532151,False,,,,,,0.0
1524,Berry Good,September 10,1,0,0,0,,,,,100000000.0,0.8208959427433579,0.0,,,,True,,,,,,
1525,Victoria Cindry,May 4,0,0,0,0,West Blue,,188.0,F,,,0.0,0.0,12.0,0.003991130820399113,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
1526,Victoria Broth Splatterina,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1527,Vincent,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1528,Vinsmoke Ichiji,March 2,0,0,0,0,North Blue,21.0,186.0,S (RH-),,,0.0,0.0,27.0,0.008980044345898004,True,,,,,,
1529,Vinsmoke Judge,May 12,0,0,1,0,North Blue,56.0,272.0,S,,,0.3,0.02,28.0,0.023312638580931265,True,,,,,,
1530,Vinsmoke Niji,March 2,0,0,0,0,North Blue,21.0,185.0,S (RH-),,,0.0,0.0,27.0,0.008980044345898004,True,,,,,,
1531,Vinsmoke Reiju,November 30,0,0,0,0,North Blue,24.0,173.0,F,,,0.0,0.0,33.0,0.01097560975609756,True,,,,,,
1532,Vinsmoke Sora,July 9,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
1533,Vinsmoke Yonji,March 2,0,0,0,0,North Blue,21.0,194.0,S (RH-),,,0.0,0.0,28.0,0.009312638580931265,True,,,,,,
1534,Viola,April 30,1,0,0,0,Grand Line,29.0,178.0,X,,,0.0,0.0,44.0,0.014634146341463414,True,,,,,,
1535,Vista,February 5,0,1,1,0,North Blue,45.0,328.0,X,0.0,0.0,0.4,0.0,21.0,0.006984478935698447,True,,,,,,
1536,Vitan,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1537,Vito,October 21,0,0,0,0,West Blue,36.0,242.0,S,95000000.0,0.8186101175133866,0.0,0.0,25.0,0.008314855875831485,True,Fire Tank Pirates,535000000.0,0.8576946465883621,0.0,0.5146167879530172,0.3501693640197857
1538,Wadatsumi,February 9,0,0,0,0,Grand Line,25.0,8000.0,F,,,0.0,0.0,17.0,0.00565410199556541,True,Flying Pirates,0.0,0.0,0.0,0.0,
1539,Wakasa,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1540,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1541,Wallace,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
1542,Wallem,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1543,Wanda,November 1,0,0,0,0,Grand Line,28.0,181.0,F,,,0.0,0.01,33.0,0.01797560975609756,True,,,,,,
1544,Warney,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1545,Wanyudo,,1,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1546,Wanze,September 4,0,0,0,0,West Blue,26.0,173.0,F,,,0.0,0.0,5.0,0.0016629711751662971,True,,,,,,
1547,Wapol,August 9,1,0,0,0,Grand Line,27.0,207.0,X,,,0.0,0.06,28.0,0.05131263858093126,True,Bliking Pirates,0.0,0.0,0.0,0.0,
1548,Warashi,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
1549,Warazane,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1550,Warrior God,,1,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
1551,Waruno Furishiro,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1552,Wellington,,0,0,0,0,,,,,10000000.0,0.7182839539668867,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1553,Wheel,,0,0,0,0,,,,,,,0.0,0.01,3.0,0.007997782705099777,True,,,,,,
1554,Whitey Bay,October 31,0,0,0,0,,,,,0.0,0.0,0.0,0.0,5.0,0.0016629711751662971,True,,,,,,
1555,Who's-Who,March 15,1,1,1,0,North Blue,38.0,336.0,F,546000000.0,0.8965407485153449,0.4,0.0,15.0,0.004988913525498891,True,Beast Pirates,1018000000.0,0.8851493923826413,0.0,0.5310896354295848,0.4961779343456202
1556,Who's-Who,March 15,1,1,1,0,North Blue,38.0,336.0,F,546000000.0,0.8965407485153449,0.4,0.0,15.0,0.004988913525498891,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,0.508607540260182
1557,Wicca,,0,0,0,0,,27.0,,,,,0.0,0.0,24.0,0.007982261640798226,True,,,,,,
1558,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1559,Wire,July 18,0,0,0,0,South Blue,,,,,,0.0,0.01,20.0,0.013651884700665189,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
1560,Wolf,,0,0,0,0,,,,,,,0.0,0.01,1.0,0.007332594235033259,True,,,,,,
1561,Woop Slap,February 28,0,0,0,0,East Blue,,,,,,0.0,0.02,8.0,0.016660753880266076,True,,,,,,
1562,Wyper,August 18,0,0,0,0,Sky Islands,22.0,183.0,X,,,0.0,0.01,33.0,0.01797560975609756,True,,,,,,
1563,X. Drake,October 24,1,0,0,0,North Blue,31.0,233.0,X,222000000.0,0.856435911414617,0.0,,,,True,Drake Pirates,222000000.0,0.8201572077063032,0.0,0.4920943246237819,
1564,X. Drake,October 24,1,0,0,0,North Blue,31.0,233.0,X,222000000.0,0.856435911414617,0.0,,,,True,Barrels Pirates,222000000.0,0.8201572077063032,0.0,0.4920943246237819,
1565,X. Drake,October 24,1,0,0,0,North Blue,31.0,233.0,X,222000000.0,0.856435911414617,0.0,,,,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1566,Yama,October 3,0,0,0,0,Sky Islands,43.0,366.0,F,,,0.0,0.0,6.0,0.0019955654101995565,False,,,,,,0.0
1567,Yamakaji,April 5,0,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,0.0,6.0,0.0019955654101995565,True,,,,,,
1568,Yamanba,,1,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1569,Yamato,November 3,1,1,1,1,,28.0,263.0,F,,,1.0,0.0,55.0,0.018292682926829267,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1570,Yame,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1571,Yamenahare,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1572,Yamon,,0,0,0,0,,,,,,,0.0,0.02,2.0,0.014665188470066518,False,,,,,,0.0
1573,Yarisugi,,0,0,0,0,,,220.0,,100000000.0,0.8208959427433579,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1574,Yasopp,August 2,0,1,0,0,East Blue,47.0,183.0,S,0.0,0.0,0.1,0.02,11.0,0.017658536585365852,True,Red Hair Pirates,4142900000.0,0.9450476856439828,2.0,0.7670286113863896,0.18693742959435108
1575,Yatappe,,0,0,0,0,,,,,,,0.0,0.0,18.0,0.005986696230598669,True,,,,,,
1576,Yazaemon,August 8,0,0,0,0,Grand Line,24.0,180.0,S,,,0.0,0.0,2.0,0.0006651884700665188,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1577,Ylva,,0,0,0,0,,,,,,,0.0,0.18,18.0,0.13198669623059867,True,,,,,,
1578,Yokan,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1579,Yokozuna,,0,0,0,0,,,,,,,0.0,0.0,33.0,0.01097560975609756,True,,,,,,
1580,Yomo,,0,0,0,0,,,,,,,0.0,0.01,11.0,0.010658536585365853,True,,,,,,
1581,Guppy Mermaid Quintuplets,,0,0,0,0,Grand Line,,,,,,0.0,,,,True,,,,,,
1582,Guppy Mermaid Quintuplets,,0,0,0,0,Grand Line,,,,,,0.0,,,,True,,,,,,
1583,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1584,Yorki,April 9,0,0,0,0,,,,,0.0,0.0,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1585,Yosaku,November 10,0,0,0,0,East Blue,24.0,185.0,F,,,0.0,0.0,28.0,0.009312638580931265,True,,,,,,
1586,Yoshimoto,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
1587,Yotsubane,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1588,Yu,July 19,0,0,0,0,East Blue,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1589,Yuey,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1590,Yuki,December 17,0,0,0,0,Grand Line,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
1591,Eureka,,0,0,0,0,,,,,,,0.0,,,,True,Tulip Pirates,0.0,0.0,0.0,0.0,
1592,Zabo,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1593,Zayde,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1594,Zala,July 30,1,0,0,0,Grand Line,26.0,187.0,X,35000000.0,0.7741118570263814,0.0,0.0,0.0,0.0,True,,,,,,
1595,Zambai,March 8,0,0,0,0,Grand Line,33.0,227.0,S,,,0.0,0.0,46.0,0.015299334811529931,True,,,,,,
1596,Zangirimaru,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1597,Zanki,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1598,Zeff,April 2,0,0,0,0,East Blue,65.0,189.0,XF,0.0,0.0,0.0,0.01,28.0,0.016312638580931266,True,Cook Pirates,0.0,0.0,0.0,0.0,0.0032625277161862534
1599,Zeo,November 11,0,0,0,0,Grand Line,30.0,325.0,X,,,0.0,0.0,19.0,0.006319290465631929,True,New Fish-Man Pirates,73000000.0,0.7726920899893681,0.0,0.46361525399362086,
1600,Zepo,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,Nox Pirates,712000000.0,0.869891950877325,0.0,0.5219351705263949,0.0
1601,Zeus,June 26,0,0,0,0,Grand Line,44.0,232.0,,,,0.0,0.1,63.0,0.09095343680709533,True,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,
1602,Zeus,June 26,0,0,0,0,Grand Line,44.0,232.0,,,,0.0,0.1,63.0,0.09095343680709533,True,Straw Hat Pirates,8816001000.0,0.9772754919028948,3.0,0.8863652951417369,
1603,Zodia,,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,True,,,,,,
1604,Burr,,0,0,0,0,,,,,1000000.0,0.6156720012870898,0.0,,,,True,,,,,,
1605,Zukka,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1606,Zunesha,December 18,0,0,0,0,Grand Line,1000.0,5000.0,,,,0.0,0.01,17.0,0.012654101995565409,True,,,,,,
1607,Zururin,,0,0,0,0,Grand Line,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
